2026-08-29 21:43:37 | INFO | orchestrator | B-20260826-01 | - | Starting DAG esg_daily_ingestion for 2026-08-26 (trigger=seed)
2026-08-29 21:43:37 | INFO | ingest | B-20260826-01 | esg_daily_ingestion.ingest_and_validate_file_task.B-20260826-01 | Validating carbon_emissions_2026-08-26.csv (dataset=carbon_emissions)
2026-08-29 21:43:37 | INFO | dq | B-20260826-01 | esg_daily_ingestion.ingest_and_validate_file_task.B-20260826-01 | Check empty_file_check [PASS/CRITICAL] on file_ingestion_log.carbon_emissions
2026-08-29 21:43:37 | INFO | dq | B-20260826-01 | esg_daily_ingestion.ingest_and_validate_file_task.B-20260826-01 | Check checksum_validation [PASS/CRITICAL] on file_ingestion_log.carbon_emissions
2026-08-29 21:43:37 | INFO | dq | B-20260826-01 | esg_daily_ingestion.ingest_and_validate_file_task.B-20260826-01 | Check schema_header_validation [PASS/CRITICAL] on file_ingestion_log.carbon_emissions
2026-08-29 21:43:37 | INFO | dq | B-20260826-01 | esg_daily_ingestion.ingest_and_validate_file_task.B-20260826-01 | Check row_count_check [PASS/HIGH] on file_ingestion_log.carbon_emissions
2026-08-29 21:43:37 | INFO | ingest | B-20260826-01 | esg_daily_ingestion.ingest_and_validate_file_task.B-20260826-01 | Validated carbon_emissions_2026-08-26.csv (24 data rows)
2026-08-29 21:43:37 | INFO | ingest | B-20260826-01 | esg_daily_ingestion.ingest_and_validate_file_task.B-20260826-01 | Validating site_master_2026-08-26.csv (dataset=site_master)
2026-08-29 21:43:37 | INFO | dq | B-20260826-01 | esg_daily_ingestion.ingest_and_validate_file_task.B-20260826-01 | Check empty_file_check [PASS/CRITICAL] on file_ingestion_log.site_master
2026-08-29 21:43:37 | INFO | dq | B-20260826-01 | esg_daily_ingestion.ingest_and_validate_file_task.B-20260826-01 | Check checksum_validation [PASS/CRITICAL] on file_ingestion_log.site_master
2026-08-29 21:43:37 | INFO | dq | B-20260826-01 | esg_daily_ingestion.ingest_and_validate_file_task.B-20260826-01 | Check schema_header_validation [PASS/CRITICAL] on file_ingestion_log.site_master
2026-08-29 21:43:37 | INFO | dq | B-20260826-01 | esg_daily_ingestion.ingest_and_validate_file_task.B-20260826-01 | Check row_count_check [PASS/HIGH] on file_ingestion_log.site_master
2026-08-29 21:43:37 | INFO | ingest | B-20260826-01 | esg_daily_ingestion.ingest_and_validate_file_task.B-20260826-01 | Validated site_master_2026-08-26.csv (24 data rows)
2026-08-29 21:43:37 | INFO | ingest_and_validate_file_task | B-20260826-01 | esg_daily_ingestion.ingest_and_validate_file_task.B-20260826-01 | Task SUCCESS
2026-08-29 21:43:37 | INFO | etl | B-20260826-01 | esg_daily_ingestion.load_staging_task.B-20260826-01 | Loading carbon_emissions_2026-08-26.csv into staging
2026-08-29 21:43:37 | INFO | etl | B-20260826-01 | esg_daily_ingestion.load_staging_task.B-20260826-01 | Staged carbon_emissions_2026-08-26.csv: 24 valid / 0 rejected rows
2026-08-29 21:43:37 | INFO | etl | B-20260826-01 | esg_daily_ingestion.load_staging_task.B-20260826-01 | Loading site_master_2026-08-26.csv into staging
2026-08-29 21:43:37 | INFO | etl | B-20260826-01 | esg_daily_ingestion.load_staging_task.B-20260826-01 | Staged site_master_2026-08-26.csv: 24 valid / 0 rejected rows
2026-08-29 21:43:37 | INFO | load_staging_task | B-20260826-01 | esg_daily_ingestion.load_staging_task.B-20260826-01 | Task SUCCESS
2026-08-29 21:43:37 | INFO | dq | B-20260826-01 | esg_daily_ingestion.run_data_quality_checks_task.B-20260826-01 | Check null_check_mandatory [PASS/HIGH] on staging_energy_data.record_id,site_id,reading_date,energy_kwh
2026-08-29 21:43:37 | INFO | dq | B-20260826-01 | esg_daily_ingestion.run_data_quality_checks_task.B-20260826-01 | Check duplicate_record_check [PASS/MEDIUM] on staging_energy_data.record_id
2026-08-29 21:43:37 | INFO | dq | B-20260826-01 | esg_daily_ingestion.run_data_quality_checks_task.B-20260826-01 | Check date_validity_check [PASS/MEDIUM] on staging_energy_data.reading_date
2026-08-29 21:43:37 | INFO | dq | B-20260826-01 | esg_daily_ingestion.run_data_quality_checks_task.B-20260826-01 | Check numeric_range_check [PASS/MEDIUM] on staging_energy_data.energy_kwh,emissions_co2e
2026-08-29 21:43:37 | INFO | dq | B-20260826-01 | esg_daily_ingestion.run_data_quality_checks_task.B-20260826-01 | Check referential_integrity_check [PASS/MEDIUM] on staging_energy_data.site_id
2026-08-29 21:43:37 | INFO | dq | B-20260826-01 | esg_daily_ingestion.run_data_quality_checks_task.B-20260826-01 | Check null_check_mandatory [PASS/HIGH] on staging_energy_data.record_id,site_id,reading_date,emissions_co2e
2026-08-29 21:43:37 | INFO | dq | B-20260826-01 | esg_daily_ingestion.run_data_quality_checks_task.B-20260826-01 | Check duplicate_record_check [PASS/MEDIUM] on staging_energy_data.record_id
2026-08-29 21:43:37 | INFO | dq | B-20260826-01 | esg_daily_ingestion.run_data_quality_checks_task.B-20260826-01 | Check date_validity_check [PASS/MEDIUM] on staging_energy_data.reading_date
2026-08-29 21:43:37 | INFO | dq | B-20260826-01 | esg_daily_ingestion.run_data_quality_checks_task.B-20260826-01 | Check numeric_range_check [PASS/MEDIUM] on staging_energy_data.emissions_co2e
2026-08-29 21:43:37 | INFO | dq | B-20260826-01 | esg_daily_ingestion.run_data_quality_checks_task.B-20260826-01 | Check referential_integrity_check [PASS/MEDIUM] on staging_energy_data.site_id
2026-08-29 21:43:37 | INFO | dq | B-20260826-01 | esg_daily_ingestion.run_data_quality_checks_task.B-20260826-01 | Check rejected_threshold_check [PASS/HIGH] on staging_energy_data
2026-08-29 21:43:37 | INFO | dq | B-20260826-01 | esg_daily_ingestion.run_data_quality_checks_task.B-20260826-01 | Check null_check_mandatory [PASS/HIGH] on staging_site_master.site_id,site_name,country
2026-08-29 21:43:37 | INFO | dq | B-20260826-01 | esg_daily_ingestion.run_data_quality_checks_task.B-20260826-01 | Check duplicate_record_check [PASS/MEDIUM] on staging_site_master.site_id
2026-08-29 21:43:37 | INFO | dq | B-20260826-01 | esg_daily_ingestion.run_data_quality_checks_task.B-20260826-01 | Check date_validity_check [PASS/MEDIUM] on staging_site_master.effective_from_date
2026-08-29 21:43:37 | INFO | dq | B-20260826-01 | esg_daily_ingestion.run_data_quality_checks_task.B-20260826-01 | Check numeric_range_check [PASS/MEDIUM] on staging_site_master
2026-08-29 21:43:37 | INFO | dq | B-20260826-01 | esg_daily_ingestion.run_data_quality_checks_task.B-20260826-01 | Check rejected_threshold_check [PASS/HIGH] on staging_site_master
2026-08-29 21:43:37 | INFO | dq | B-20260826-01 | esg_daily_ingestion.run_data_quality_checks_task.B-20260826-01 | Check quarantined_file_check [WARN/INFO] on file_ingestion_log
2026-08-29 21:43:37 | INFO | dq | B-20260826-01 | esg_daily_ingestion.run_data_quality_checks_task.B-20260826-01 | Check freshness_check [FAIL/HIGH] on fact_energy_emissions.reading_date
